Link,Abstract,DOI
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189937905&doi=10.1016%2fj.intermet.2024.108290&partnerID=40&md5=17da6d3b4a53ca66f7fdae13c9ef515a,"WMoTaNb refractory high-entropy alloy (RHEA) is pronounced for its brilliant thermal resistance at 1600 °C, which makes it a candidate with vast potential for elevated temperature service except for its difficulty in room temperature machining before industrialization. Additive manufacturing with its complex shape forming and flexible design abilities, can intensively meet the future industrial requirements. However, the additively manufactured WMoTaNb RHEA is restricted by room-temperature brittleness before entering the market. Therefore, we newly developed a WMoTaNbNiTi RHEA, and it has been discovered that Ni, Ti, and Nb at the grain boundaries mainly formed the NiTi B19’ phase, thus sharing the residual stresses with the BCC matrix. The ductility of the as-built WMoTaNbNiTi RHEA at room temperature has thus been considerably improved. In addition, an ultimate compressive strength of 738 MPa at 1200 °C was also realized. Consequently, an ideal synergy was achieved between the as-built microstructure, and room- and high-temperature mechanical properties. © 2024 Elsevier Ltd",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190749974&doi=10.1016%2fj.jmrt.2024.04.091&partnerID=40&md5=eb31d381ffeba20a75b62b0fbaa01314,"Refractory high-entropy alloys (RHEAs) have remarkable properties like high strength and thermal stability at high temperatures. Their practical application is hindered by ambient brittleness and inferior formability. Titanium (Ti) is recognized as a crucial element in improving the ductility and oxidation resistance of RHEAs, but its plasticizing mechanism is still unclear. To address this, a series of body-centered cubic (BCC) single-phase VNbTaTix alloys were designed. The alloys exhibited exceptional ductility and cold-rolling formability at room temperature. Remarkably, the tensile fracture elongation of VNbTaTi alloy was about 26.9%, which surpassed most RHEAs. The major plastic mechanisms of the alloys are a/2<1 1 1>-type dislocation and {1 1 2}<1 1 1>-type twinning. Solid solution strengthening was identified as the primary strengthening mechanism. Although Ti reduced the solid solution strengthening effect, it contributed to weight reduction and enhanced local lattice distortion. This study not only designed several RHEAs with ductility but also provided insights into the effect of Ti content on their phase stability, lattice distortion, and strength mechanisms. These findings have significant implications for designing new RHEAs with ambient ductility. © 2024 The Authors",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185153770&doi=10.3788%2fCJL231215&partnerID=40&md5=4ac9050a6ecaaf435b748e05da1f784f,"Significance Refractory high entropy alloy (RHEA) has superior properties such as high strength, high hardness, high temperature resistance and high corrosion resistance, which is expected to become a new material of high-temperature structure. RHEA has huge application prospects in aerospace, nuclear engineering, weapons and other fields. At present, the RHEA prepared by vacuum arc melting technology has some problems, such as large size limitation, difficult formation of complex structure, serious component segregation and long development cycle. RHEA formed by laser additive manufacturing has obvious advantages such as uniform composition, excellent microstructure and properties, integral forming of complex shape, etc. It has application potential in raw material development and high-performance parts preparation, so it has received hot attention in the research field. Progress The primary task of RHEA formed by laser additive manufacturing is defect control. The microstructure defects of RHEA produced by laser additive manufacturing can be divided into cracks and pores. The crack defects can be divided into hot crack and cold crack. The addition of a small number of nanoparticles, process optimization and post-treatment can eliminate the crack defects. Pore defects can be divided into four types: unfused pore, metallurgical pore, micro pore and shrinkage pore. The main control method of pore defects is process optimization. By controlling the defects, the forming of RHEA and its properties are improved greatly. Additive manufacturing of RHEAs is an effective method to develop new alloys quickly. The process parameters of laser additive technology are numerous, strongly coupled and nonlinear. Single-factor experiment, numerical overlap optimization of molten pool and numerical simulation are the rapid optimization strategies for laser additive manufacturing of RHEA. Laser additive manufacturing enables rapid development iterations of RHEA. By mechanical mixing powder or preforming alloy powder, laser additive manufacturing technology can realize the formation of various metal powders by varying component ratios, and realize the rapid screening and performance evaluation of alloy composition. NbMoTaW alloys have very high strength but poor ductility, which can be strengthened and toughened by appropriately adding low melting point ductility elements and reducing brittle elements in the matrix. HfNbTaZr alloy has good plasticity, but the yield strength is generally low, which can be strengthened by adding strengthening elements. Due to the difficulty of controlling the forming crack defects, there are few studies on the tensile properties of RHEA formed by laser additive manufacturing. And more research work is needed, especially major breakthroughs in material mechanism and forming process. Finally, the complex structural parts formed by laser additive manufacturing for RHEA is still in the initial attempt stage. Conclusions and Prospects In this paper, the research on RHEAs formed by laser additive manufacturing is reviewed, and the development approaches, forming process and defect control, and the main research and challenges on mechanical properties of refractory high entropy alloys at multiple temperature stages are summarized. The research progress of complex parts of refractory high entropy alloy is introduced. Finally, the future application and development trend of RHEA formed by additive manufacturing are discussed. The integrated manufacturing of materials and shape is essential for RHEA, and laser additive manufacturing is the development direction of component manufacturing. The progress of materials and processes is the prerequisite for the integral forming of complex components in RHEA formed by laser additive manufacturing. At present, it has the ability to form simple samples, so more in-depth research is needed to accelerate the industrial application process of integrated manufacturing of shape and properties for RHEA in laser additive manufacturing. © 2024 Science Press. All rights reserved.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171348901&doi=10.1016%2fj.jallcom.2023.172165&partnerID=40&md5=e5216d097d5480d2f31d34df51685ad4,"Refractory high-entropy alloys (RHEAs) containing multiple principal alloying elements have created a growing interest in exploring superalloys applications due to their high melting points and excellent softening resistance. The room-temperature brittleness and oxygen sensitivity greatly restrict their further processing and application. Here, utilizing the unique high strength of Vanadium (V) among alloy elements and cocktail effect of HEAs, we designed a MoTaVW RHEAs with equal atomic ratio, that exhibit multiphase phases (Ta-rich, Mo-rich and V-rich phase) with different composition at different sintering temperatures and the alloy elements in BCC solid solution tend to be uniformly distributed as the increased sintering temperature. Exploring the room-temperature compressive properties and underlying deformation mechanisms, the MoTaVW RHEAs exhibit the yield strength (σy) of 1420 MPa and the plastic strain (εp) of 18 %, that achieved good combination of strength and plasticity compared with other most known BCC RHEAs, which are attributed to high solid solution strengthening caused by lattice distortion and the cross slip of screw dislocations on the close-packed plane that can enhance the synergistic effect of strength and plasticity. These results reveal the MoTaVW RHEAs is a very promising materials for compositional space in RHEAs. © 2023",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193921059&doi=10.1016%2fj.jmrt.2024.05.190&partnerID=40&md5=d896f1ec80ddbe6a4d8124872dbb552f,"A series of (Ti42.5Zr42.5Nb10Ta5)100-xMox (x = 0, 3, 5 and 7 at.%) refractory high-entropy alloys (RHEAs) were prepared, and the influence of Mo content on microstructure and mechanical properties of the RHEAs were systematically studied. All the RHEAs consist of a single body-centered cubic (BCC) phase. As the Mo content increases from 0 at.% to 7 at.%, the yield strength of RHEAs increases from 670 MPa to 975 MPa at room temperature. The high strength of the BCC RHEAs mainly depends on solid-solution strengthening caused by the Mo addition. The RHEAs with low Mo content (0–5 at.%) can possess high tensile plasticity of ∼20 %, while it reflects brittle after the 7 at.% Mo addition. The high tensile plasticity of the RHEAs was attributed to the combined effects of lattice rotation to promote and refine crystalline strengthening. The RHEAs with 5 at.% Mo addition have high specific yield strength (∼32 MPa g−1cm3) and excellent fracture strains (＞60 %) at 1173 K. Moreover, the incipient plasticity of the RHEAs was analyzed by nanoindentation. It is shown that the maximum shear stress (τmax) of the RHEAs from 1.80–2.34 GPa to 2.67–4.83 GPa. The activation volumes (v∗) of the RHEAs from 0.7 Ω to 1.1 Ω. The nanomechanical properties of the RHEAs are related to the Mo content. The purpose of this work is to design RHEAs with excellent mechanical properties and to offer a theoretical foundation to assist new RHEA design. © 2024 The Authors",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204927342&doi=10.1016%2fj.matchar.2024.114393&partnerID=40&md5=b768fa317f4cacff3e68b647d33098c2,"TiZrHf-based refractory high entropy alloys (RHEAs) are becoming the focus in advanced metal materials owing to the excellent mechanical properties under the condition of medium and high temperatures. Nevertheless, the strength of TiZrHf-based RHEAs at medium temperatures has hindered the further application. This work proposed a novel approach to improve the mechanical properties of TiZrHf-based RHEAs. An innovative series of Ti40Zr20Hf40-xCrx (x = 19, 24 and 29, denoted by HfCr19, HfCr24 and HfCr29, respectively) eutectic refractory high entropy alloys (ERHEAs) were designed and prepared. The designed Ti40Zr20Hf40-xCrx alloys can form lamellar eutectic structure including BCC/HCP phase and Laves precipitating phase in solidification with the decrease of Hf/Cr ratio. The microstructure of HfCr19 and HfCr24 alloys was composed of BCC, HCP and Laves phase, while the HfCr29 alloy consisted of BCC and Laves phase. The formation of HCP phase in the Ti40Zr20Hf40-xCrx alloy were attributed to the lattice of Ti0.5Zr0.5 phase reconstruction during the rapid cooling, which promoted the formation of isomers in the alloy. Hence, the part of BCC phase was transformed into HCP phase in the HfCr19 and HfCr24 alloys, and the lamellar eutectic structure consisted of BCC/HCP phase and Laves phase. In addition, compared with the near-eutectic HfCr19 and HfCr29 alloys, the HfCr24 alloy with a complete lamellar eutectic structure has higher compressive strength at room temperature, which can reach 1648.7 MPa. In addition, the compressive strength (1261.7 MPa) can still be achieved at 600 °C. This work successfully prepared a high-strength TiZrHf-based ERHEA, and the compression mechanical properties at room temperature and middle-high temperature were studied and analyzed. © 2024 Elsevier Inc.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204683341&doi=10.1007%2fs11837-024-06847-1&partnerID=40&md5=b1238dbb7a0c053d07e681d0ed50cf0c,"A comprehensive assessment of the quasi-static strength behavior of niobium (Nb)-based refractory systems, including the conventional Nb alloys and refractory high-entropy alloys (RHEAs), in a broad temperature range has been performed in this review. The strength and ductility data of the Nb-based refractory systems in varying temperature ranges manufactured by various methods have been compiled and discussed to correlate the manufacturing, material characteristics, deformation, and strength behavior. The microstructure characteristics and the interstitial contaminations have been identified as the dominating factors in controlling strength behavior in the low-temperature range of the Nb alloys. In the intermediate temperature range, the dynamic strain recovery plays a significant role in dictating the strength behavior, while, in the high-temperature domain, the diffusion-assisted deformation process leads to significant strength reduction. Nb-based RHEAs have been found to have great potential for applications in extreme temperatures (> 1200°C). A wide range of strength and ductility is possible in Nb-based RHEAs. Solid-solution strengthening largely controls the variation in strength, ductility, and thermal stability of RHEAs. © The Minerals, Metals & Materials Society 2024.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204766616&doi=10.1016%2fj.actamat.2024.120379&partnerID=40&md5=298f05eb8cb877f71140e0536ec9e8f3,"Refractory multi-principal element alloys (RMPEAs) have gained interest recently due to their superior properties at elevated temperatures, including outstanding yield and ultimate strengths, high thermal conductivity, and resistance to creep. RMPEAs can be designed to exhibit a wide range of properties by tailoring their composition. However, the vast chemical design space makes brute-force experimental screening inefficient and costly. In this work, we follow a closed-loop, iterative computational/experimental screening approach that combines computational alloy design methodologies with high-throughput synthesis and characterization tools to explore the vast RMPEAs space and design new RMPEAs that satisfy multiple objectives and constraints. In particular, we targeted compositions with yield strengths higher than 50 MPa at 2000 °C, W content of more than 30 at.% for high-temperature strength and operability up to 2000 °C, narrow solidification range for additive manufacturability, competitive ductility metrics, among other property constraints. We evaluated the mechanical properties and microstructure of 58 alloys designed in 5 batches, in both as-cast and homogenized conditions, synthesized using vacuum arc melting, utilizing scanning electron microscopy, X-ray diffraction, Vickers microhardness, nanoindentation, and high-temperature compression testing. Based on the microhardness screening experiments in each batch, the best-performing alloys were selected for scale-up. High-temperature compression at 1800 °C was performed in these alloys, demonstrating that the designed alloys exhibit up to five times higher yield strength than a pure tungsten benchmark. We conclude that W-containing RMPEAs designed in this study merit further consideration for next-generation structural materials for ultra-high temperature applications. © 2024",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188622378&doi=10.1016%2fj.jallcom.2024.174227&partnerID=40&md5=8f6187f0ba585bf382ba2aff5ed2c6ad,"Vanadium boasts a relatively small atomic radius among numerous refractory alloying elements, yet its effects on the microstructure and mechanical behavior of refractory alloys remain enigmatic. In this work, a series of NbTiVxZr high-entropy alloys (HEAs) with low density were formulated to explore the evolution of microstructures and mechanical properties with varying vanadium content. When the vanadium content was low, the matrix exhibited the single-phase body-centered cubic structure. Excessive vanadium contents (NbTiV0.75Zr, NbTiVZr) disrupted phase stability and tended to aggregate at grain boundaries, forming V-rich and Zr-rich phases. These precipitated phases pinned grain boundaries, impeding grain growth and resulting in both grain boundary strengthening and precipitation strengthening, albeit at the expense of grain boundary cohesion, ultimately leading to brittleness. However, these deleterious phases were redissolved, and fracture elongation increased more than 2 times after water quenching at 1200 °C. The microstructural changes induced by heat treatment were corroborated by alterations in grain boundary relaxation behavior, where the redissolution of precipitated phases after water quenching caused a shift of the grain boundary relaxation internal friction peak to a lower temperature and an increase in peak height. This study elucidates the intrinsic relationship between mechanical properties and microstructures with vanadium content in NbTiVxZr alloys, offering insights for the design of TiV-based lightweight refractory HEAs with high strength and excellent ductility. © 2024 Elsevier B.V.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185554842&doi=10.1016%2fj.jmrt.2024.02.035&partnerID=40&md5=9fa14a3186168f776d6ec80a82c1c536,"The realization of brazing between the TiZrTaHfNb refractory high-entropy alloy (RHEA) and zirconia (ZrO2) ceramic is of great importance in expanding the application of metal-ceramic composite parts. In this study, reliable brazed joints were achieved using a Ti–28Ni eutectic filler. The typical interfacial microstructure and the effect of brazing temperature on the microstructure and mechanical properties were thoroughly discussed. The results indicated the formation of complex oxides on the ZrO2 ceramic side, including Ti2O, Ni2Ti4O and (Hf, Ta, Zr)O2. Additionally, the RHEA substrate near the brazing seam underwent a transformation from a single BCC phase to double BCC phases, which included a TaNb-rich BCC-1 phase and a Zr-rich BCC-2 phase. The formation of the double BCC phases was caused by the spinodal decomposition. As the brazing temperature rose, the thickness of the oxides layer slightly increased and the double BCC phases formed from the beginning and progressively coarsened. The maximum room shear strength was 124.1 MPa when the joint was obtained at 1040 °C for 10 min. The alternating distribution interlocking structure between MO2 whiskers and Ni2Ti4O by in-situ reaction played a vital role in enhancing the interface strength. © 2024",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201613950&doi=10.1016%2fj.mtcomm.2024.110165&partnerID=40&md5=d4dd64ce3898a2d132410cb656912a5b,"Refractory high-entropy alloys (RHEAs) are considered crucial candidates to replace traditional high-temperature alloys due to their outstanding mechanical properties. Investigating the relationship between their composition and mechanical properties is important for advancing their application. This study examines the influence of varying elemental composition on the mechanical properties of the TiZrHfNbTa series RHEAs, known for their excellent toughness, using first-principles calculation combined with the virtual crystal approximation method. Calculations of physical parameters such as lattice constants, elastic modulus, hardness, yield strength, and dislocation energy factor indicate that adding elements with larger atomic radius and densities increases the lattice constants and density of the alloys. Adding more VB subgroup elements improves the elastic modulus, hardness, and strength of the alloy, with the TiHfNbTa alloy exhibiting the highest yield strength, approximately 1.28 GPa. The addition of the strongly metallic element Hf significantly enhances the Poisson's ratio and dislocation nucleation ability of the alloy, and its atomic bonds exhibit metallic bonding, which contributes to the improvement of the toughness of the alloy. This study provides an effective theoretical prediction for further investigation of the mechanical properties of the TiZrHfNbTa series RHEAs. © 2024 The Authors",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205522917&doi=10.1002%2fadem.202402021&partnerID=40&md5=7e93a8cc645b211245d84c00a73e7d41,"To design metal materials that combine high-temperature strength with room-temperature ductility, three kinds of body-centered-cubic (BCC) refractory high-entropy alloys (RHEAs) with different Mo element contents are screened and prepared by combining several parameters. The room-temperature ductility and excellent high-temperature (1500 °C) mechanical properties are investigated. Combined with the microstructure test, the characteristic of fracture and deformation is also discussed. RHEAs studied herein have great compressive yield strength approximately ranging from 1324.5 to 1424.4 MPa with excellent compressive ductility ranging from 20.7% to 44.2% at room temperature. At 1500 °C, the yield strengths of three RHEAs are over 335.47 MPa at 10−3 s−1 strain rate, which is rarely found in traditional metals materials. The excellent mechanical properties of these three RHEAs at both room and high temperature as a promising material are beneficial to future high-temperature application. © 2024 Wiley-VCH GmbH.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182518006&doi=10.1016%2fj.ijplas.2023.103867&partnerID=40&md5=3578c835f2f2637cb0dbfc00ee2237aa,"HfNbTaTiZr refractory high entropy alloy has emerged as a prospective structural material suitable for high-temperature applications owing to its remarkable combination of high strength, good tensile ductility and excellent high-temperature properties. However, the insufficient understanding of the mechanical responses of this refractory high entropy alloy has hindered the improvement of performance in alloy design and potential for engineering applications. Therefore, the orientation-dependent tensile behaviors of HfNbTaTiZr refractory high entropy alloy are investigated from nanoscale using molecular dynamics simulations. The simulation results show that the mechanical responses under uniaxial tension are strongly correlated to the crystallographic orientation with respect to the loading direction, and the highest Young's modulus and yield strength are achieved along [111] direction. In addition, the deformation twinning and phase transformations are charactered. The tensile behavior oriented along [001] direction is dominated by the BCC-FCC phase transformation, while that oriented along [110] or [111] direction by the BCC-HCP phase transformation. The results reveal the critical role of tensile direction in generating specific crystalline microstructures under high-strain-rate loading conditions, which can enlighten new design strategy in engineering refractory high entropy alloys with specific orientations for extreme environments. © 2023 Elsevier Ltd",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200011647&doi=10.1038%2fs41524-024-01353-z&partnerID=40&md5=f8525bc5c1f7e92d2c33d9dd69a3b239,"Finding alloys with specific design properties is challenging due to the large number of possible compositions and the complex interactions between elements. This study introduces a multi-objective Bayesian optimization approach guiding molecular dynamics simulations for discovering high-performance refractory alloys with both targeted intrinsic static thermomechanical properties and also deformation mechanisms occurring during dynamic loading. The objective functions are aiming for excellent thermomechanical stability via a high bulk modulus, a low thermal expansion, a high heat capacity, and for a resilient deformation mechanism maximizing the retention of the BCC phase after shock loading. Contrasting two optimization procedures, we show that the Pareto-optimal solutions are confined to a small performance space when the property objectives display a cooperative relationship. Conversely, the Pareto front is much broader in the performance space when these properties have antagonistic relationships. Density functional theory simulations validate these findings and unveil underlying atomic-bond changes driving property improvements. © The Author(s) 2024.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203809503&doi=10.11817%2fj.issn.1672-7207.2024.08.008&partnerID=40&md5=34e362d64a3db17f1309b94b6baae9b7,"Refractory high entropy alloys(RHEAs) have broad application prospect in ultra-high temperature filed such as aerospace because of its high service temperature and excellent thermal stability. However, RHEAs are facing the problems of insufficient comprehensive mechanical properties and further application is limited. In order to solve these problems, a kind of WMoTaVTi RHEA was prepared by introducing Ti element on the basis of WMoTaV RHEA, and the effect of sintering temperature on sintering densification, microstructure and mechanical properties of WMoTaVTi RHEAs were systematically investigated. The results show that the grain size of the alloy increases gradually and the yield strength of the alloy increases first and then decreases with the increase of sintering temperature. When the sintering temperature is 1 500 ℃, the alloy exhibits the optimal comprehensive properties at room temperature and its relative density exceeds 99%, with compressive yield strength of 1 672 MPa and a fracture strain of 16.6%, and the fracture morphology is mainly intergranular fracture. Compared with WMoTaV RHEA, the yield strength of WMoTaVTi RHEA increases by 18%. Through the multi-dimensional analysis, due to the introduction of a small amount of O into the powder metallurgy process, the alloy mainly consists of BCC matrix phase and a small amount of TiO precipitation phase with FCC structure. With the increase of sintering temperature, the solid solubility of the matrix increases, and the volume fraction of TiO phase decreases gradually. The improvement of strength can be attributed to the solid solution strengthening and precipitation strengthening. © 2024 Central South University of Technology. All rights reserved.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202034737&doi=10.1016%2fj.jmst.2024.07.017&partnerID=40&md5=24d64d925f47ff1c8d1985ef8a0412da,"Grain boundary engineering plays a significant role in the improvement of strength and plasticity of alloys. However, in refractory high-entropy alloys, the susceptibility of grain boundaries to oxygen presents a bottleneck in achieving high mechanical performance. Creating a large number of clean grain boundaries in refractory high-entropy alloys is a challenge. In this study, an ultrafine-grained (UFG) NbMoTaW alloy with high grain-boundary cohesion was prepared by powder metallurgy, taking advantages of rapid hot-pressing sintering and full-process inert atmosphere protection from powder synthesis to sintering. By oxygen control and an increase in the proportion of grain boundaries, the segregation of oxygen and formation of oxides at grain boundaries were strongly mitigated, thus the intrinsic high cohesion of the interfaces was preserved. Compared to the coarse-grained alloys prepared by arc-melting and those sintered by traditional powder metallurgy methods, the UFG NbMoTaW alloy demonstrated simultaneously increased strength and plasticity at ambient temperature. The highly cohesive grain boundaries not only reduce brittle fractures effectively but also promote intragranular deformation. Consequently, the UFG NbMoTaW alloy achieved a high yield strength even at elevated temperatures, with a remarkable performance of 1117 MPa at 1200 °C. This work provides a feasible solution for producing refractory high-entropy alloys with low impurity content, refined microstructure, and excellent mechanical performance. © 2024",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204894548&doi=10.1016%2fj.jallcom.2024.176655&partnerID=40&md5=07a5bf44fd9fc3f5c80f6ab867f9135f,"Refractory high-entropy alloys (RHEAs) are a new family of metallic alloys which have been intensively studied in the last decade. Indeed, RHEAs likely have the potential of overcoming the high-temperature performances of conventional Ni-based superalloys. Nevertheless, up to date, their high density and poor room temperature ductility still compromise their industrial uptake. In this study, novel RHEAs compositions are investigated to provide insights on the development of strong and ductile lightweight RHEAs. Specifically, AlxMoNbyTiVZr alloys (with x = 0, 0.25, 0.5, 0.75, 1 and y = 1, 2) have been produced and characterized. These alloys have been designed to probe the possibility of reducing the density of RHEAs by increasing the Al content. At the same time, the content of Nb was also increased in the attempt to counterbalance the embrittlement effect related to Al addition. © 2024 The Authors",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203257324&doi=10.1016%2fj.intermet.2024.108469&partnerID=40&md5=0e716255ffce162b5f3b248caddfc0d9,"The search for new high-entropy alloys (HEAs) with desired properties is an urgent problem that is hardly solvable experimentally due to the extremely large number of possible alloy compositions. Thus, methods for theoretical prediction of HEA's properties play a key role. Currently, effective predictive models are based on machine learning methods and modern data analysis algorithms. Here we address developing data-driven machine learning models (DDML) to predict the ductility of HEAs. We have built several DDMLs and found that the best approach is based on the Support Vector Classifier, which significantly outperforms phenomenological models (balanced accuracy of 0.784 and F-score of 0.824). By combining this model with a previously developed yield strength prediction model, we have predicted and fabricated novel HEAs of the Al-Cr-Nb-Ti-V-Zr system with good mechanical properties. An obtained Al1Cr9Nb35Ti5V40Zr10 alloy demonstrates a combination of high strength at room and elevated temperature, combined with good ductility at room temperature. © 2024 Elsevier Ltd",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194772407&doi=10.1007%2fs40195-024-01718-9&partnerID=40&md5=63c5470956231bc2935697fa119e8a7b,"A refractory high entropy alloy Ti62Nb12Mo12Ta12W2 was prepared by mechanical alloying and spark plasma sintering. The microstructure and mechanical properties of the Ti62Nb12Mo12Ta12W2 alloy were analyzed. The experimental results show that the microstructure of the alloy is composed of two BCC phases, an FCC precipitated phase, and the precipitated phase which is a mixture of TiC, TiN and TiO. The alloy exhibits good room temperature compressive properties. The plasticity of the sample sintered at 1550 °C can reach 10.8%, and for the sample sintered at 1600 °C, the yield strength can be up to 2032 MPa, in the meantime the plasticity is 9.4%. The alloy also shows high strength at elevated temperature. The yield strength of the alloy exceeds 420 MPa at 900 °C, and value of which is still above 200 MPa when the test temperature reaches 1000 °C. Finally, the compressive yield strength model at room temperature is constructed. The prediction error of the model ranges from − 7.9% to − 12.4%, expressing fair performance. © The Chinese Society for Metals (CSM) and Springer-Verlag GmbH Germany, part of Springer Nature 2024.",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175250991&doi=10.1016%2fj.intermet.2023.108080&partnerID=40&md5=a0586b29db10e98173bda1070f1eb3a4,"In recent times, MoNbTaW Refractory High Entropy Alloys (RHEAs) have drawn attention due to their exciting high-temperature applications and efforts are being made to improve their properties further. Alloying addition is an effective and practical approach to enhancing material properties. Ti is well known for its strength, low density, and corrosion resistance and its role in the properties of MoNbTaW-based RHEAs is required to be understood. RHEAs are commonly synthesized by vacuum arc melting (VAR) process and micro-segregation of the elements is reported. However, the effect of micro-segregation on MoNbTaW RHEAs is not well understood. Hence, the present work deals with the addition of Ti and micro-segregation on the structure, microstructure, and indentation behavior of MoNbTaW RHEAs. A novel non-equiatomic MoNbTaxTi1-xW (x = 0, 1, and 0.5) RHEAs were prepared by vacuum arc melting (VAR) process. The structure and microstructure of these RHEAs were ascertained through X-ray diffraction (XRD) and transmission electron microscopy (TEM), scanning electron microscopy (SEM) equipped with EDS for ascertaining the nominal chemical composition. The as-cast MoNbTaxTi1-xW (x = 0, 1, and 0.5) RHEAs contains two BCC phase having slightly different lattice parameter i.e., BCC1 (a = 0.324 nm) and BCC2 (a = 0.323 nm) close to Ti and W respectively. These as-cast RHEAs having dendritic and inter-dendritic regions were found to be enriched in W and Ta, and Mo, Nb and Ti respectively. The microhardness of these RHEAs was investigated through instrumented indentation techniques. The microhardness of the BCC1 and BCC2 phases was found to be ∼4.5 GPa and 5.7 GPa. Further, the influence of Ti addition on the structure, elastic constant, and microhardness were estimated from the perspective of the first principle approximation. The special quasi-random structure (SQS) was used for first-principle calculations. The strengthening mechanisms influencing the mechanical properties in these BCC RHEAs were discussed in details. The experimental results were in good agreement with the results pertaining to theoretical modelling, demonstrating the effectiveness of these methods in predicting the structure and mechanical properties of RHEAs. © 2023 Elsevier Ltd",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205668362&doi=10.1016%2fj.jnucmat.2024.155430&partnerID=40&md5=86c43c0459ea20f7adb234458f8a80d0,"In this work, the CrNbZrMoV, TiCrZrMoV, TiNbCrMoV, TiNbZrCrV and TiNbZrMoCr refractory high-entropy alloy (RHEA) coatings (1.67∼2.77 μm of thickness) were prepared by magnetron sputtering. Then, 6 MeV Au-ion irradiations with 2.5 × 1015 to 1.0 × 1016 ions/cm2 fluences were performed on these coatings at 473 K, and the surface morphology, microstructure and mechanical property were investigated. The peak damage of the CrNbZrMoV, TiCrZrMoV, TiNbCrMoV, TiNbZrCrV and TiNbZrMoCr coatings under 1.0 × 1016 ions/cm2 fluence are 48, 48, 44, 48 and 48 dpa, respectively. The peak Au concentration of the CrNbZrMoV, TiCrZrMoV, TiNbCrMoV, TiNbZrCrV and TiNbZrMoCr coatings under 1.0 × 1016 ions/cm2 fluence are 4.27 × 103, 4.12 × 103, 4.13 × 103, 4.16 × 103 and 4.37 × 103 appm, respectively. The surface morphology of the CrNbZrMoV, TiCrZrMoV, TiNbZrCrV and TiNbZrMoCr coatings were smoothed obviously. For BCC TiNbCrMoV coating, irradiation caused the growth of the nanocrystalline. For amorphous coatings, the crystallization occurred in the CrNbZrMoV, TiCrZrMoV and TiNbZrMoCr coatings after 2.5 × 1015 fluence irradiation (≥12 dpa), while the TiNbZrCrV coating remain mainly amorphous structure after all irradiation. It was found that irradiation induced continuous crystallization occurred not only at the surface but also in the peak damage zone of the coating, and then grew inside the irradiated region. Apparent irradiation hardening was observed in all the coatings except the TiNbZrCrV coating. The structural stability of these coatings under the current irradiation condition was discussed. Preliminary study shows that the great irradiation tolerance of amorphous TiNbZrCrV coating may be related to the lowest electronegativity difference (Δχ = 0.121) and large atomic size difference (δ = 9.042 %) that stabilize the structure and inhibit atomic diffusion, respectively. These findings provide the guidance for the development of high irradiation tolerance materials for future nuclear energy applications with great structural stability. © 2024",
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176468203&doi=10.1016%2fj.jmst.2023.07.069&partnerID=40&md5=946e7af9b94f3f1e1d2f913faa0adfe9,"Refractory high-entropy alloys have recently emerged as promising candidates for high-temperature structural applications. However, their performance is compromised by the trade-off required between strength and ductility. Here, a novel W30Ta5(FeNi)65 refractory high-entropy alloy with an outstanding combination of strength and plasticity at both room and elevated temperatures is designed, based on the multi-phase transitions design strategy. The alloy comprises a body-centered cubic dendrite phase, a topologically close-packed μ rhombohedral phase, and a high-density coherent nano-precipitate γ″ phase with the D022structure (Ni3Ta type) embedded in a continuous face-centered cubic matrix. Owing to precipitation strengthening of D022, the yield stress of the alloy is determined as high as 1450 MPa, which is a significant improvement (∼100%) in comparison with the D022-free alloy, without a loss of ductility. This alloy exhibits an excellent high-temperature strength, with the yield strengths of 1300 MPa at 600 °C and 320 MPa at 1000 °C. Detailed microstructural characterization using transmission electron microscopy, high-angle annular dark-field imaging, and three-dimensional atom probe tomography analyses indicated that this superior strength–plasticity combination stems from the synergy of a multiple-phase structure. These results provide a new insight into the design of RHEAs and other advanced alloys. © 2023",
